IAH LFT 84
IAH BWI 11
IAH ISN 6
IAH RNO 1
IAH JAC 4
IAH CVG 45
IAH MFE 67
IAH BOS 32
IAH ORF 10
IAH PHL 40
IAH SAT 74
IAH AEX 31
IAH DCA 30
IAH MCO 62
IAH ELP 50
IAH MLU 20
IAH GRR 18
IAH DAL 60
IAH DEN 150
IAH JAN 59
IAH MKE 26
IAH SDF 23
IAH BFL 13
IAH CLL 15
IAH TPA 35
IAH EGE 4
IAH LIT 45
IAH DFW 115
IAH RIC 19
IAH BOI 12
IAH CRW 9
IAH SJC 4
IAH ATL 81
IAH LRD 27
IAH GRK 14
IAH ASE 14
IAH PIT 33
IAH LAS 54
IAH IAD 23
IAH TYR 18
IAH FLL 18
IAH IND 23
IAH MSP 33
IAH XNA 31
IAH SLC 46
IAH GSP 20
IAH SJU 12
AMA DAL 21
AMA DEN 21
AMA DFW 86
AMA LAS 8
LCH DFW 34
BRO DFW 30
SHV DEN 17
SHV DFW 90
SHV ATL 37
GPT DFW 30
GPT ATL 22
VPS DFW 43
VPS ATL 27
BTR DCA 1
BTR DFW 78
BTR ATL 61
LFT DEN 5
LFT DFW 67
LFT ATL 26
BWI BOS 76
BWI ORF 31
BWI PHL 2
BWI JFK 15
BWI SAT 14
BWI MDW 26
BWI MCO 62
BWI GRR 12
BWI DAL 26
BWI MHT 33
BWI PVD 31
BWI DEN 37
BWI ISP 26
BWI MKE 9
BWI SDF 23
BWI TPA 18
BWI LIT 9
BWI DFW 39
BWI ATL 85
BWI PIT 23
BWI LAS 26
BWI FLL 76
BWI IND 24
BWI PWM 10
